case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
28	OQ054223.1	172	64	B.1.NmC7	N/A	N/A	1-58,59-64		B.1.NmC7 + B.1.15	>>	N/A	58-59	N/A	4.52e-01	4.94e-78	[], []
28	OQ054231.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	1.80e-99	[], []
28	OQ054233.1	172	68	B.1.NmC7	N/A	N/A	1-63,64-68		B.1.NmC7 + B.1.11.NmC2	>>	N/A	63-64	N/A	7.83e-01	1.86e-125	[], []
28	OQ320454.1	172	65	B.1.NmC7	N/A	N/A	1-61,62-65		B.1.NmC7 + C.1.NmC2	>>	N/A	61-62	N/A	6.67e+01	4.60e-111	[], []
28	OQ320455.1	172	68	B.1.NmC7	N/A	N/A	1-64,65-68		B.1.NmC7 + C.1.NmC2	>>	N/A	64-65	N/A	6.64e+01	2.62e-131	[], []
28	OQ320507.1	172	66	B.1.NmC7	N/A	N/A	1-61,62-66		B.1.NmC7 + B.1.11.NmC2	>>	N/A	61-62	N/A	7.83e-01	1.32e-112	[], []
28	OQ320508.1	172	67	B.1.NmC7	N/A	N/A	1-62,63-67		B.1.NmC7 + B.1.11.NmC2	>>	N/A	62-63	N/A	7.79e-01	4.65e-119	[], []
28	OQ721928.1	172	65	B.1.NmC7	N/A	N/A	1-60,61-65		B.1.NmC7 + B.1.11.NmC2	>>	N/A	60-61	N/A	7.83e-01	5.58e-106	[], []
28	OQ721930.1	172	65	B.1.NmC7	N/A	N/A	1-61,62-65		B.1.NmC7 + C.1.NmC2	>>	N/A	61-62	N/A	6.64e+01	9.43e-110	[], []
28	OQ721942.1	172	67	B.1.NmC7	N/A	N/A	1-62,63-67		B.1.NmC7 + B.1.11.NmC2	>>	N/A	62-63	N/A	7.83e-01	2.63e-120	[], []
28	OQ721947.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.83e-01	1.88e-98	[], []
28	PV984895.1	172	64	B.1.NmC7	N/A	N/A	1-59,60-64		B.1.NmC7 + B.1.11.NmC2	>>	N/A	59-60	N/A	7.79e-01	7.40e-107	[], []
28	PV984928.1	172	60	B.1.NmC7	N/A	N/A	1-57,58-60		B.1.NmC7 + B.1.17.NmC6	>>	N/A	57-58	N/A	3.40e-01	9.21e-58	[], []
28	OQ320442.1	172	70	B.1.NmC7	N/A	N/A	1-65,66-70		B.1.NmC7 + B.1.11.NmC2	>>	N/A	65-66	N/A	7.79e-01	2.99e-137	[], []
28	OQ320469.1	172	68	B.1.NmC7	N/A	N/A	1-63,64-68		B.1.NmC7 + B.1.11.NmC2	>>	N/A	63-64	N/A	7.79e-01	1.49e-124	[], []
28	OQ427126.1	172	68	B.1.NmC7	N/A	N/A	1-61,62-68		B.1.NmC7 + B.1.20	>>	N/A	61-62	N/A	1.36e-03	1.34e-57	[], []
28	PV984933.1	172	62	B.1.NmC7	N/A	N/A	1-56,57-62		B.1.NmC7 + B.1.17.NmC6	>>	N/A	56-57	N/A	8.25e-02	3.76e-64	[], []
28	OR865756.1	172	63	B.1.NmC7	N/A	N/A	1-60,61-63		B.1.NmC7 + C.1.NmC2	>>	N/A	60-61	N/A	7.08e+01	1.36e-110	[], []
28	OR865757.1	172	61	B.1.NmC7	N/A	N/A	1-58,59-61		B.1.NmC7 + C.1.NmC2	>>	N/A	58-59	N/A	7.12e+01	1.21e-110	[], []
28	OR209323.1	172	67	B.1.NmC7	N/A	N/A	1-61,62-67		B.1.NmC7 + B.1.15	>>	N/A	61-62	N/A	4.52e-01	2.87e-100	[], []
28	OR464210.1	172	69	B.1.NmC7	N/A	N/A	1-58,59-69		B.1.NmC7 + B.1.20	>>	N/A	58-59	N/A	2.77e-05	7.75e-65	[], []
28	OR865763.1	172	62	B.1.NmC7	N/A	N/A	1-59,60-62		B.1.NmC7 + C.1.NmC2	>>	N/A	59-60	N/A	7.08e+01	1.04e-92	[], []
28	OQ581853.1	172	65	B.1.NmC7	N/A	N/A	1-39,40-65		C.1 + B.1.NmC7	<<	N/A	39-40	N/A	3.56e-23	1.40e-05	[], []
28	OQ581854.1	172	63	B.1.NmC7	N/A	N/A	1-58,59-63		B.1.NmC7 + B.1.NmC8	>>	N/A	58-59	N/A	1.53e-03	4.19e-34	[], []
28	PQ451835.1	172	68	B.1.NmC7	N/A	N/A	1-65,66-68		B.1.NmC7 + B.1.13.NmC3	>>	N/A	65-66	N/A	5.22e-01	2.01e-36	[], []
28	PQ686933.1	172	68	B.1.NmC7	N/A	N/A	1-62,63-68		B.1.NmC7 + F.3	>>	N/A	62-63	N/A	1.66e-04	9.42e-32	[], []
35	OR743494.1	36	58	B.1.22	N/A	N/A	1-17,18-32,33-58	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	8.77e-70	[], []
35	OR743495.1	36	59	B.1.22	N/A	N/A	1-17,18-32,33-59	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	6.48e-77	[], []
35	PP093697.1	36	57	B.1.22	N/A	N/A	1-17,18-32,33-57	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	4.55e-70	[], []
35	PP093699.1	36	57	B.1.22	N/A	N/A	1-17,18-32,33-57	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	4.55e-70	[], []
35	PP093705.1	36	57	B.1.22	N/A	N/A	1-17,18-32,33-57	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	4.55e-70	[], []
35	PP093719.1	36	58	B.1.22	N/A	N/A	1-17,18-32,33-58	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	8.77e-70	[], []
35	PP093722.1	36	58	B.1.22	N/A	N/A	1-17,18-32,33-58	17-33 -> 	B.1.22 + B.1.2.NmC5 + B.1.22	<<	N/A	17-18, 32-33	N/A	1.78e-17	8.77e-70	[], []
36	OP890366.1	119	48	B.1.17.NmC5	N/A	N/A	1-43,45-48	43-45	B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	1.70e-113	[], []
36	OP890376.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OP890408.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OP890410.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OP890412.1	119	49	B.1.17.NmC5	N/A	N/A	1-40,41-49		B.1.3.NmC1 + B.1.17.NmC5	>>	N/A	40-41	N/A	3.89e-94	6.94e-03	[], []
36	OP890443.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OP890466.1	119	48	B.1.17.NmC5	N/A	N/A	1-41,42-48		B.1.17.NmC5 + B.1.7	>>	N/A	41-42	N/A	1.59e+48	6.61e-15	[], []
36	OP890490.1	119	51	B.1.17.NmC5	N/A	N/A	1-46,47-51		B.1.17.NmC5 + B.1.11.NmC2	>>	N/A	46-47	N/A	4.38e-01	7.37e-142	[], []
36	OP414381.2	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OP414374.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	ON813257.2	119	54	B.1.17.NmC5	N/A	N/A	1-44,45-48,49-54	44-49 -> 	B.1.NmC8 + B.1.2.NmC1 + B.1.NmC8	>>	N/A	44-45, 48-49	N/A	9.66e-11	1.08e-75	[], []
36	OR488002.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OQ348839.1	119	48	B.1.17.NmC5	N/A	N/A	1-44,45-48		B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	1.14e-111	[], []
36	OP555467.1	119	48	B.1.17.NmC5	N/A	N/A	1-44,45-48		B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	8.50e-112	[], []
36	OP555481.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OP555478.1	119	48	B.1.17.NmC5	N/A	N/A	1-44,45-48		B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	8.50e-112	[], []
36	OP555479.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.17.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	3.85e+01	1.13e-97	[], []
36	OP555487.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OP879747.1	119	48	B.1.17.NmC5	N/A	N/A	1-42,44-48	42-44	B.1.17.NmC5 + B.1.17.NmC6	>>	N/A	43-44	N/A	6.38e-01	4.29e-35	[], []
36	OP245350.1	119	47	B.1.17.NmC5	N/A	N/A	1-43,44-47		B.1.17.NmC5 + C.1.NmC2	>>	N/A	43-44	N/A	3.83e+01	6.93e-105	[], []
36	OP245339.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OP879757.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OQ348847.1	119	49	B.1.17.NmC5	N/A	N/A	1-44,46-49	44-46	B.1.17.NmC5 + C.1.NmC2	>>	N/A	45-46	N/A	3.83e+01	4.88e-120	[], []
36	OP440546.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.17.NmC4 + C.1.NmC2	>>	N/A	42-43	N/A	4.40e+01	2.47e-93	[], []
36	OP555503.1	119	50	B.1.17.NmC5	N/A	N/A	1-46,47-50		B.1.17.NmC5 + C.1.NmC2	>>	N/A	46-47	N/A	3.83e+01	1.03e-124	[], []
36	OP440588.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.17.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	3.83e+01	1.11e-97	[], []
36	OP245309.1	119	40	B.1.17.NmC5	N/A	N/A	1-17,36-40	17-36	B.1.17.NmC5 + B.1.9	<<	N/A	35-36	N/A	1.62e-02	7.83e-94	[], []
36	OP245317.1	119	45	B.1.17.NmC5	N/A	N/A	1-41,42-45		B.1.2.NmC5 + C.1.NmC2	>>	N/A	41-42	N/A	2.11e-33	2.22e-52	[], []
36	OP245318.1	119	47	B.1.17.NmC5	N/A	N/A	1-43,44-47		B.1.17.NmC5 + C.1.NmC2	>>	N/A	43-44	N/A	3.83e+01	2.77e-104	[], []
36	OP580599.1	119	51	B.1.17.NmC5	N/A	N/A	1-46,47-51		B.1.17.NmC5 + B.1.17.NmC6	>>	N/A	46-47	N/A	6.34e-01	5.47e-48	[], []
36	OP580604.1	119	54	B.1.17.NmC5	N/A	N/A	1-46,51-54	46-51	B.1.17.NmC4 + B.1.17.NmC5	>>	N/A	46-47	N/A	1.11e-39	3.18e-01	[], []
36	OP580605.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.2.NmC5 + C.1.NmC2	>>	N/A	42-43	N/A	1.02e-24	4.58e-61	[], []
36	OR759165.1	119	48	B.1.17.NmC5	N/A	N/A	1-44,45-48		B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	9.72e-112	[], []
36	OP442560.1	119	47	B.1.17.NmC5	N/A	N/A	1-43,44-47		B.1.17.NmC4 + C.1.NmC2	>>	N/A	43-44	N/A	4.40e+01	2.37e-99	[], []
36	OP442541.1	119	50	B.1.17.NmC5	N/A	N/A	1-44,45-50		B.1.4 + B.1.NmC10	>>	N/A	44-45	N/A	1.02e-07	3.29e-18	[], []
36	OP555536.1	119	46	B.1.17.NmC5	N/A	N/A	1-41,42-46		B.1.2.NmC5 + F.6	>>	N/A	41-42	N/A	2.18e-17	1.80e-95	[], []
36	OP580594.1	119	50	B.1.17.NmC5	N/A	N/A	1-43,46-50	43-46	B.1.17.NmC4 + B.1.11.NmC2	>>	N/A	45-46	N/A	3.77e-01	2.11e-130	[], []
36	OP539922.1	119	50	B.1.17.NmC5	N/A	N/A	1-46,47-50		B.1.17.NmC5 + C.1.NmC2	>>	N/A	46-47	N/A	3.83e+01	1.52e-116	[], []
36	OP580593.1	119	50	B.1.17.NmC5	N/A	N/A	1-45,46-50		B.1.17.NmC5 + B.1.11.NmC2	>>	N/A	45-46	N/A	4.38e-01	1.51e-135	[], []
36	OP555584.1	119	51	B.1.17.NmC5	N/A	N/A	1-47,48-51		B.1.17.NmC5 + C.1.NmC2	>>	N/A	47-48	N/A	3.83e+01	2.51e-131	[], []
36	OP555613.1	119	48	B.1.17.NmC5	N/A	N/A	1-44,45-48		B.1.17.NmC5 + C.1.NmC2	>>	N/A	44-45	N/A	3.83e+01	1.70e-111	[], []
36	OP539884.1	119	50	B.1.17.NmC5	N/A	N/A	1-45,46-50		B.1.17.NmC5 + B.1.11.NmC2	>>	N/A	45-46	N/A	4.38e-01	3.43e-133	[], []
36	OP555635.1	119	50	B.1.17.NmC5	N/A	N/A	1-46,47-50		B.1.17.NmC5 + C.1.NmC2	>>	N/A	46-47	N/A	3.83e+01	8.19e-125	[], []
36	OP555644.1	119	47	B.1.17.NmC5	N/A	N/A	1-35,36-47		B.1.14 + B.1.17.NmC5	>>	N/A	35-36	N/A	1.98e-69	4.74e-02	[], []
36	OP539920.1	119	48	B.1.17.NmC5	N/A	N/A	1-42,43-48		B.1.2.NmC5 + B.1.2.NmC4	<<	N/A	42-43	N/A	4.31e+00	4.29e-35	[], []
36	OP680509.1	119	38	B.1.17.NmC5	N/A	N/A	1-33,35-38	33-35	B.1.17.NmC5 + C.1.NmC2	>>	N/A	34-35	N/A	3.83e+01	1.36e-106	[], []
36	OP890530.1	119	49	B.1.17.NmC5	N/A	N/A	1-40,41-49		B.1.11.NmC2 + B.1.17.NmC5	>>	N/A	40-41	N/A	1.59e-109	1.21e-03	[], []
36	OQ503781.1	119	51	B.1.17.NmC5	N/A	N/A	1-47,48-51		B.1.6 + C.1.NmC2	>>	N/A	47-48	N/A	6.11e+08	1.42e-77	[], []
36	OP920698.1	119	46	B.1.17.NmC5	N/A	N/A	1-42,43-46		B.1.17.NmC4 + C.1.NmC2	>>	N/A	42-43	N/A	4.38e+01	4.93e-93	[], []
36	OQ503798.1	119	47	B.1.17.NmC5	N/A	N/A	1-36,37-42,43-47	36-43 -> 	B.1.NmC2 + F.5 + B.1.NmC2	>>	N/A	36-37, 42-43	N/A	2.41e-08	5.23e-29	[], []
36	OQ644782.1	119	48	B.1.17.NmC5	N/A	N/A	1-43,44-48		B.1.17.NmC4 + B.1.11.NmC2	>>	N/A	43-44	N/A	3.75e-01	8.82e-115	[], []
36	OQ503837.1	119	49	B.1.17.NmC5	N/A	N/A	1-44,45-49		B.1.17.NmC5 + B.1.11.NmC2	>>	N/A	44-45	N/A	4.38e-01	1.40e-126	[], []
36	OQ503843.1	119	47	B.1.17.NmC5	N/A	N/A	1-42,43-47		B.1.17.NmC4 + B.1.11.NmC2	>>	N/A	42-43	N/A	3.75e-01	9.25e-108	[], []
36	OQ918697.1	119	52	B.1.17.NmC5	N/A	N/A	1-48,49-52		B.1.17.NmC5 + C.1.NmC2	>>	N/A	48-49	N/A	3.85e+01	6.54e-131	[], []
36	OR499955.1	119	52	B.1.17.NmC5	N/A	N/A	1-44,45-52		B.1.20.NmC1 + F.1	<<	N/A	44-45	N/A	9.05e-03	1.60e-47	[], []
36	OR381834.1	119	56	B.1.17.NmC5	N/A	N/A	1-22,23-48,49-56	22-49 -> 	C.1.1 + B.1.17.NmC5 + C.1.1	<<	N/A	22-23, 48-49	N/A	2.53e-83	6.74e-09	[], []
36	PV539222.1	119	61	B.1.17.NmC5	N/A	N/A	1-56,57-61		F.2 + F.5	>>	N/A	56-57	N/A	2.81e-11	1.48e-107	[], []
37	ON615424.1	446	61	B.1.1	N/A	N/A	1-46,50-61	46-50	B.1.2.NmC5 + B.1.1	>>	N/A	46-47	N/A	4.67e-49	6.81e-03	[], []
37	ON682263.4	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON682265.4	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON682267.2	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON682268.3	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON682269.3	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON682270.2	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON694339.1	446	60	B.1.1	N/A	N/A	1-54,55-60		B.1.NmC8 + B.1.8.NmC2	>>	N/A	54-55	N/A	1.02e-10	1.53e-88	[], []
37	OQ319132.1	446	61	B.1.1	N/A	N/A	1-55,56-61		B.1.NmC5 + B.1.8.NmC1	>>	N/A	55-56	N/A	1.92e-10	1.51e-79	[], []
37	OQ547751.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC5 + B.1.8.NmC1	>>	N/A	53-54	N/A	4.78e-11	7.79e-65	[], []
37	ON585030.1	446	59	B.1.1	N/A	N/A	1-52,55-59	52-55	B.1.NmC3 + A.1.NmC1	>>	N/A	54-55	N/A	1.26e-01	3.46e-149	[], []
37	ON808413.1	446	65	B.1.1	N/A	N/A	1-29,30-65		B.1.NmC8 + B.1.13	<<	N/A	29-30	N/A	5.15e-44	1.02e-17	[], []
37	ON803416.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803427.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803420.1	446	64	B.1.1	N/A	N/A	1-48,49-64		B.1.17.NmC3 + B.1.1	>>	N/A	48-49	N/A	2.42e-68	1.32e-03	[], []
37	ON803421.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803422.1	446	62	B.1.1	N/A	N/A	1-49,50-62		B.1.17.NmC3 + B.1.8.NmC2	>>	N/A	49-50	N/A	7.83e-65	2.65e-116	[], []
37	ON803423.1	446	62	B.1.1	N/A	N/A	1-49,50-62		B.1.17.NmC3 + B.1.8.NmC2	>>	N/A	49-50	N/A	7.83e-65	2.65e-116	[], []
37	ON803424.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803425.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803426.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803433.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803434.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803438.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON803428.1	446	57	B.1.1	N/A	N/A	1-51,52-57		B.1.NmC3 + B.1.8.NmC2	>>	N/A	51-52	N/A	9.90e-03	7.52e-96	[], []
37	ON803440.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON755232.1	446	60	B.1.1	N/A	N/A	1-54,55-60		B.1.NmC8 + B.1.8.NmC2	>>	N/A	54-55	N/A	1.02e-10	1.53e-88	[], []
37	ON755237.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON755240.1	446	62	B.1.1	N/A	N/A	1-55,56-62		B.1.NmC8 + B.1.1	>>	N/A	55-56	N/A	2.31e-10	1.96e-02	[], []
37	ON755245.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON755246.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON813251.2	446	61	B.1.1	N/A	N/A	1-55,56-61		B.1.NmC8 + B.1.8.NmC2	>>	N/A	55-56	N/A	1.02e-10	8.20e-106	[], []
37	ON813255.2	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON813264.2	446	61	B.1.1	N/A	N/A	1-55,56-61		B.1.NmC8 + B.1.8.NmC2	>>	N/A	55-56	N/A	1.02e-10	8.20e-106	[], []
37	ON813267.2	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON853650.1	446	62	B.1.1	N/A	N/A	1-56,57-62		B.1.NmC8 + B.1.8.NmC2	>>	N/A	56-57	N/A	1.02e-10	3.10e-113	[], []
37	ON853654.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON853655.1	446	65	B.1.1	N/A	N/A	1-59,60-65		B.1.NmC8 + B.1.8.NmC2	>>	N/A	59-60	N/A	1.02e-10	1.45e-124	[], []
37	ON853660.1	446	63	B.1.1	N/A	N/A	1-55,56-57,58-63	55-58 -> 	B.1.NmC8 + B.1.8.NmC2 + B.1.NmC8	>>	N/A	55-56, 57-58	N/A	1.02e-10	1.17e-120	[], []
37	ON853662.1	446	63	B.1.1	N/A	N/A	1-56,57-63		B.1.NmC8 + B.1.1	>>	N/A	56-57	N/A	5.23e-17	6.93e-04	[], []
37	ON853672.1	446	63	B.1.1	N/A	N/A	1-55,56-57,58-63	55-58 -> 	B.1.NmC8 + B.1.8.NmC2 + B.1.NmC8	>>	N/A	55-56, 57-58	N/A	1.02e-10	1.17e-120	[], []
37	ON853675.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	ON853677.1	446	61	B.1.1	N/A	N/A	1-55,56-61		B.1.NmC8 + B.1.8.NmC2	>>	N/A	55-56	N/A	1.02e-10	8.20e-106	[], []
37	ON853679.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	OP626106.1	446	62	B.1.1	N/A	N/A	1-55,56-62		B.1.NmC8 + B.1.1	>>	N/A	55-56	N/A	2.31e-10	1.96e-02	[], []
37	OP689666.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	OP689668.1	446	63	B.1.1	N/A	N/A	1-56,57-63		B.1.NmC8 + B.1.1	>>	N/A	56-57	N/A	5.23e-17	6.93e-04	[], []
37	OP715815.1	446	63	B.1.1	N/A	N/A	1-56,57-58,59-63	56-59 -> 	B.1.NmC8 + B.1.8.NmC2 + B.1.NmC8	>>	N/A	56-57, 58-59	N/A	1.02e-10	1.17e-120	[], []
37	OP752114.1	446	65	B.1.1	N/A	N/A	1-28,29-65		B.1.1.NmC1 + B.1.13	<<	N/A	28-29	N/A	2.67e-72	3.64e-09	[], []
37	OP764614.1	446	60	B.1.1	N/A	N/A	1-54,55-60		B.1.NmC8 + B.1.8.NmC2	>>	N/A	54-55	N/A	1.02e-10	1.53e-88	[], []
37	OP764621.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	OP764622.1	446	59	B.1.1	N/A	N/A	1-53,54-59		B.1.NmC3 + B.1.8.NmC2	>>	N/A	53-54	N/A	9.90e-03	2.77e-89	[], []
37	OP764625.1	446	64	B.1.1	N/A	N/A	1-57,58-64		B.1.NmC8 + B.1.1	>>	N/A	57-58	N/A	1.05e-16	4.80e-05	[], []
37	OP837336.1	446	60	B.1.1	N/A	N/A	1-54,55-60		B.1.NmC8 + B.1.8.NmC2	>>	N/A	54-55	N/A	1.02e-10	1.53e-88	[], []
37	OQ469017.1	446	62	B.1.1	N/A	N/A	1-47,48-62		B.1.1 + B.1.5	<<	N/A	47-48	N/A	2.48e-03	5.85e-14	[], []
37	OQ469131.1	446	62	B.1.1	N/A	N/A	1-44,45-62		B.1.NmC8 + B.1.7	>>	N/A	44-45	N/A	3.84e-27	2.07e-26	[], []
37	OR449660.1	446	61	B.1.1	N/A	N/A	1-53,54-56,57-61	53-57 -> 	B.1.NmC6 + B.1.2.NmC3 + B.1.NmC6	>>	N/A	53-54, 56-57	N/A	1.80e-03	1.66e-54	[], []
37	OR449672.1	446	61	B.1.1	N/A	N/A	1-54,55-57,58-61	54-58 -> 	B.1.NmC6 + C.1.NmC1 + B.1.NmC6	>>	N/A	54-55, 57-58	N/A	2.96e+04	1.87e-77	[], []
