genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_001PJRK	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001PJRK
PP_001PJPP	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001PJPP
PP_001M9FK	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001M9FK
PP_001PJTF	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001PJTF
PP_001PWJM	A.D.4.NmC2	A.3.1.1 + A.D.4.NmC3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001PWJM
PP_001M9DP	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001M9DP
PP_001M9GH	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001M9GH
PP_001TA3W	A.D.4.NmC2	A.D.4.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001TA3W
PP_001TAAG	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001TAAG
PP_001TABE	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001TABE
PP_001M9CR	A.D.4.NmC2	A.D.4.NmC2 + A.D	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001M9CR
PP_00192N2	A.D.4.NmC2	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_00192N2
PP_00192SU	A.D.4.NmC2	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_00192SU
PP_0019352	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_0019352
PP_00193DL	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_00193DL
PP_00193WK	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_00193WK
PP_001GUWE	A.D.4.NmC2	A.D.4.NmC1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001GUWE
PP_001MAN3	A.D.4.NmC2	A.D.4.NmC1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001MAN3
PP_001XJES	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001XJES
PP_001XJS1	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001XJS1
PP_001QBPU	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QBPU
PP_001QBRQ	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QBRQ
PP_001QBSN	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QBSN
PP_001QC22	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QC22
PP_001Q99R	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q99R
PP_001Q9BM	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q9BM
PP_001Q9H8	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q9H8
PP_001Q9M0	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q9M0
PP_001QWFS	A.D.4.NmC2	A.D.3.NmC2 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QWFS
PP_001QA6W	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QA6W
PP_001QAK3	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QAK3
PP_001Q7SS	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7SS
PP_001Q7UN	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7UN
PP_001Q7WJ	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7WJ
PP_001Q7XG	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7XG
PP_001Q7YE	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7YE
PP_001Q7ZC	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q7ZC
PP_001Q86Y	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q86Y
PP_001Q8BN	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8BN
PP_001Q8EG	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8EG
PP_001Q8GC	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8GC
PP_001Q8WH	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8WH
PP_001Q8XF	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8XF
PP_001T804	A.D.4.NmC2	A.D.3.NmC1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001T804
PP_001QZGM	A.D.4.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001QZGM
PP_001T7Z6	A.D.4.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001T7Z6
PP_001Q8YD	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8YD
PP_001Q8ZB	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q8ZB
PP_001PSMK	A.D.4.NmC2	A.D.4.NmC3 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001PSMK
PP_001Q925	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001Q925
PP_001XAD2	A.D.4.NmC2	A.D.4.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001XAD2
PP_001YCC0	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YCC0
PP_001YCR7	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YCR7
PP_001YCMF	A.D.4.NmC2	A.D.4.NmC3 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YCMF
PP_001YDEV	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YDEV
PP_001YCS5	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YCS5
PP_001YDJL	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YDJL
PP_001VYGC	A.D.4.NmC2	A.D.4.NmC2 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001VYGC
PP_001VYJ7	A.D.4.NmC2	A.D.4.NmC2 + A.D.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001VYJ7
PP_001VYL3	A.D.4.NmC2	A.D.3.NmC1 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001VYL3
PP_002Y34Q	A.D.4.NmC2	A.D.3.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_002Y34Q
PP_001UVP2	A.D.4.NmC2	A.D.3.NmC2 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001UVP2
PP_001UVQ0	A.D.4.NmC2	A.D.3.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001UVQ0
PP_001UVSW	A.D.4.NmC2	A.D.3.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001UVSW
PP_001XAFY	A.D.4.NmC2	A.D.3.NmC1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001XAFY
PP_001YDWW	A.D.4.NmC2	A.D.4.NmC3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YDWW
PP_001YE3G	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YE3G
PP_001YEA2	A.D.4.NmC2	A.D.2.2.1 + A.D.4.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_29_A.D.4.NmC2_PP_001YEA2
PP_001K7LE	A.D.3.NmC2	A.2.1.1 + A.D.3.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001K7LE
PP_001XHJJ	A.D.3.NmC2	A.2.1.1 + A.D.3.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001XHJJ
PP_001QWT1	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QWT1
PP_001T7TJ	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001T7TJ
PP_001QWMD	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QWMD
PP_001QXHL	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QXHL
PP_001QSQB	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QSQB
PP_001T7SL	A.D.3.NmC2	A.D.2.2.1 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001T7SL
PP_001QX5B	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QX5B
PP_001QSWZ	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QSWZ
PP_001QXVW	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QXVW
PP_001QYS1	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QYS1
PP_001QYYP	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QYYP
PP_001QZAZ	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QZAZ
PP_001QZ4B	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001QZ4B
PP_001R03A	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001R03A
PP_001R09Y	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001R09Y
PP_001R0FL	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001R0FL
PP_001R1CR	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001R1CR
PP_001T7UG	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001T7UG
PP_001T7VE	A.D.3.NmC2	A.D.3.NmC2 + A.D.5.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_31_A.D.3.NmC2_PP_001T7VE
PP_001NE40	A.D.4.1	A.D.5.NmC1 + A.D.4.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_32_A.D.4.1_PP_001NE40
PP_001M8RZ	A.D.3	A.D.3 + A.D.3.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001M8RZ
PP_001TA7N	A.D.3	A.D.4.NmC1 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001TA7N
PP_001N13F	A.D.3	A.D.4.NmC2 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001N13F
PP_001Q537	A.D.3	A.D.3 + A.D.3.NmC2	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001Q537
PP_001Q5AT	A.D.3	A.D.4.NmC2 + A.D.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001Q5AT
PP_001XAE0	A.D.3	A.D.3.NmC1 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_33_A.D.3_PP_001XAE0
PP_001DF1Q	A.D.5	A.3.1.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001DF1Q
PP_001DF8A	A.D.5	A.3.1.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001DF8A
PP_001K2YV	A.D.5	A.3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001K2YV
PP_001BY1B,PP_001BY37,PP_001BX46	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY1B
PP_001BY29	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY29
PP_001BY1B,PP_001BY37,PP_001BX46	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY1B
PP_001BY45	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY45
PP_001BY53	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY53
PP_001BY61	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY61
PP_001BY7Z	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY7Z
PP_001BY8X	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY8X
PP_001BYAT	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BYAT
PP_001BY1B,PP_001BY37,PP_001BX46	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY1B
PP_001BY9V	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BY9V
PP_001BYCP,PP_001BYBR	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BYCP
PP_001BYCP,PP_001BYBR	A.D.5	A.D.2.1 + A.D.4	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001BYCP
PP_001KK25	A.D.5	A.D.5 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001KK25
PP_001M872	A.D.5	A.D.3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001M872
PP_001M80G	A.D.5	A.D.3 + A.D.5	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001M80G
PP_001M690	A.D.5	A.D.5 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001M690
PP_001TBCB	A.D.5	A.D.5 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001TBCB
PP_001TBPN	A.D.5	A.D.5.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001TBPN
PP_001TBQL	A.D.5	A.D.5.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001TBQL
PP_001TBRJ	A.D.5	A.D.5.NmC1 + A.D.2.2.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001TBRJ
PP_001TBVA	A.D.5	A.D.5 + A.3.1.NmC1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001TBVA
PP_001X5SE	A.D.5	A.D.5 + A.D.3.6 + A.D.5	2BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_34_A.D.5_PP_001X5SE
PP_001A8SL	A.3	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_001A8SL
PP_001A99L	A.3	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_001A99L
PP_001AA11	A.3	A.2.1.1 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_001AA11
PP_001AA8M	A.3	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_001AA8M
PP_001LBJC	A.3	A.D.4.NmC3 + A.3	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_001LBJC
PP_0017B32	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B32
PP_0017B40	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B40
PP_0017B5Y	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B5Y
PP_0017B6W	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B6W
PP_0017B7U	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B7U
PP_0017B8S	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B8S
PP_0017B9Q	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017B9Q
PP_0017BBL	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BBL
PP_0017BCJ	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BCJ
PP_0017BDG	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BDG
PP_0017BEE	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BEE
PP_0017BH7	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BH7
PP_0017BJ5	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BJ5
PP_0017BK3	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BK3
PP_0017BL1	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BL1
PP_0017BMZ	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BMZ
PP_0017BNX	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BNX
PP_0017BPV	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BPV
PP_0017BQT	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BQT
PP_0017BRR	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BRR
PP_0017BSP	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BSP
PP_0017BTM	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BTM
PP_0017BUK	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BUK
PP_0017BZ9	A.3	A.3 + A.2.1.1	1BP	results/recombinhunt_output/rsv-a/dist5size50/structured_reports/case_35_A.3_PP_0017BZ9
