genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PP_002MKF8	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MKF8
PP_002MHBJ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MHBJ
PP_002MFJ5	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MFJ5
PP_002L92C	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002L92C
PP_002L93A	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002L93A
PP_00243ZN	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00243ZN
PP_002L948	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002L948
PP_002440L	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002440L
PP_002444C	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002444C
PP_0027N7G	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027N7G
PP_0027N3Q	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027N3Q
PP_0027N5L	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027N5L
PP_0027N6J	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027N6J
PP_0027N4N	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027N4N
PP_0027BBK	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027BBK
PP_0027BCH	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027BCH
PP_0027CBJ	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027CBJ
PP_002WLDT	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002WLDT
PP_002WLFP	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002WLFP
PP_002MGVG	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MGVG
PP_002N3LB	B.D.4.NmC1	B.D.4.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N3LB
PP_002MFQT	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MFQT
PP_0027MPJ	B.D.4.NmC1	B.D.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027MPJ
PP_0027D8P	B.D.4.NmC1	B.D.4 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027D8P
PP_002LVU7	B.D.4.NmC1	B.D.E.2 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002LVU7
PP_002LV5L	B.D.4.NmC1	B.D.2 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002LV5L
PP_0020789	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0020789
PP_0020797	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0020797
PP_00207B3	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207B3
PP_00207DZ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207DZ
PP_00207GT	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207GT
PP_00207HQ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207HQ
PP_00207JN	B.D.4.NmC1	B.D.1 + B.D	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207JN
PP_00207KL	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00207KL
PP_0020YD8	B.D.4.NmC1	B.D.4 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0020YD8
PP_0020YKV	B.D.4.NmC1	B.D.4.NmC1 + B.D.2 + B.D.4.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0020YKV
PP_00210GY	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00210GY
PP_00218P9	B.D.4.NmC1	B.D.4.NmC1 + B.D.2 + B.D.4.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00218P9
PP_00218VX	B.D.4.NmC1	B.D.4.NmC1 + B.D.2 + B.D.4.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00218VX
PP_0021C82	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021C82
PP_0021C90	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021C90
PP_0021CAY	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CAY
PP_0021CBW	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CBW
PP_0021CCU	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CCU
PP_0021CDS	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CDS
PP_0021CEQ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CEQ
PP_0021CFN	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CFN
PP_0021CGL	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CGL
PP_0021CHH	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CHH
PP_0021CJF	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CJF
PP_0021CKD	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CKD
PP_0021CLB	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CLB
PP_0021CP5	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CP5
PP_0021CQ3	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CQ3
PP_0021CSZ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CSZ
PP_0021CVT	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CVT
PP_0021CWR	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021CWR
PP_0021D65	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021D65
PP_0021DJE	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021DJE
PP_0021DKC	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021DKC
PP_0021QTK	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021QTK
PP_0021QUH	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0021QUH
PP_00220YX	B.D.4.NmC1	B.D.4.NmC1 + B.D.2 + B.D.4.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00220YX
PP_00231LJ	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00231LJ
PP_002321N	B.D.4.NmC1	B.D.4.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002321N
PP_00232ND	B.D.4.NmC1	B.D.4.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00232ND
PP_00232Q9	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_00232Q9
PP_0024JY9	B.D.4.NmC1	B.D.4 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0024JY9
PP_0025H4X	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0025H4X
PP_0025U1S	B.D.4.NmC1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0025U1S
PP_0026KX6	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026KX6
PP_0026KY4	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026KY4
PP_0026KZ2	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026KZ2
PP_0026L1Y	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L1Y
PP_0026L2W	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L2W
PP_0026L3U	B.D.4.NmC1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L3U
PP_0026L4S	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L4S
PP_0026L5Q	B.D.4.NmC1	B.D.1.1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L5Q
PP_0026L6N	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L6N
PP_0026L7L	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L7L
PP_0026L8J	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L8J
PP_0026L9G	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026L9G
PP_0026LAE	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026LAE
PP_0026LBC	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026LBC
PP_0026LCA	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026LCA
PP_0026LD8	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0026LD8
PP_0027RQC	B.D.4.NmC1	B.D.3 + B.D.E.5	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0027RQC
PP_002MFRR	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MFRR
PP_002MFSP	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MFSP
PP_002MG15	B.D.4.NmC1	B.D.1.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MG15
PP_002MG4Z	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MG4Z
PP_002MKRM	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MKRM
PP_002MKZ5	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MKZ5
PP_002ML6R	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002ML6R
PP_002ML8M	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002ML8M
PP_002ML9K	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002ML9K
PP_002MLBF	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLBF
PP_002MLJ0	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLJ0
PP_002MLPQ	B.D.4.NmC1	B.D.4.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLPQ
PP_002MLWA	B.D.4.NmC1	B.D.4.NmC1 + B.D.2 + B.D.4.NmC1	2BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLWA
PP_002MLX8	B.D.4.NmC1	B.D.1 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLX8
PP_002MLY6	B.D.4.NmC1	B.D.4.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MLY6
PP_002MM3W	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MM3W
PP_002MRG0	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MRG0
PP_002MRHX	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MRHX
PP_002MRMP	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002MRMP
PP_002N3BW	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N3BW
PP_002N3CU	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N3CU
PP_002N3FN	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N3FN
PP_002N3GL	B.D.4.NmC1	B.D.4.NmC1 + B.D.4.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N3GL
PP_002N4EP	B.D.4.NmC1	B.D.4.NmC1 + B.3	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002N4EP
PP_002NDRR	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002NDRR
PP_002UBD6	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBD6
PP_002UBF2	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBF2
PP_002UB6L	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UB6L
PP_002UBJV	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBJV
PP_002UBMP	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBMP
PP_002UBLR	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBLR
PP_002UBBA	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBBA
PP_002UBG0	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBG0
PP_002RMPF	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMPF
PP_002RMS9	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMS9
PP_002RMT7	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMT7
PP_002RMU5	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMU5
PP_002RMW1	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMW1
PP_002RMZV	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RMZV
PP_002RN0T	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RN0T
PP_002RN1R	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RN1R
PP_002RN2P	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RN2P
PP_002RN3M	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RN3M
PP_002RN4K	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002RN4K
PP_002UBNM	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBNM
PP_002UBPK	B.D.4.NmC1	B.D.4.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBPK
PP_002UBRF	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBRF
PP_002UBSD	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBSD
PP_002UBW5	B.D.4.NmC1	B.D.E.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBW5
PP_002UBX3	B.D.4.NmC1	B.D.4.NmC1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002UBX3
PP_002VBD4	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002VBD4
PP_002VBF0	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002VBF0
PP_002VBE2	B.D.4.NmC1	B.D.E.2 + B.D.4.NmC1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_002VBE2
PP_0031XSD	B.D.4.NmC1	B.D.2 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0031XSD
PP_0031XTB	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0031XTB
PP_0031XU9	B.D.4.NmC1	B.D.4.1.1 + B.D.1.1	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_15_B.D.4.NmC1_PP_0031XU9
PP_0024AEL	B.D.E.3	B.D.E.3 + B.D.4	1BP	results/recombinhunt_output/rsv-b/dist5size50/structured_reports/case_16_B.D.E.3_PP_0024AEL
